spanish,english,POS,lemma,lemma_valid
generosidad,generosity,NOUN,generosidad,True
gira,tour,NOUN,gira,True
goma,rubber,NOUN,goma,True
hacienda,ranch,NOUN,hacienda,True
harina,flour,NOUN,harina,True
hazaña,"deed, heroic feat",NOUN,hazaña,True
iluminación,"illumination, lighting",NOUN,iluminación,True
incapacidad,"inability, incompetence",NOUN,incapacidad,True
inocencia,innocence,NOUN,inocencia,True
inscripción,"inscription, registration",NOUN,inscripción,True
inseguridad,insecurity,NOUN,inseguridad,True
insistencia,"insistence, persistence",NOUN,insistencia,True
interrupción,interruption,NOUN,interrupción,True
intuición,intuition,NOUN,intuición,True
invención,"invention, contrivance",NOUN,invención,True
ira,"rage, wrath",NOUN,ira,True
ironía,irony,NOUN,ironía,True
lámina,sheet of metal,NOUN,lámina,True
lealtad,"loyalty, faithfulness",NOUN,lealtad,True
lentitud,slowness,NOUN,lentitud,True
llama,"flame, llama",NOUN,No examples found,False
localidad,"town, locality",NOUN,localidad,True
maestra,teacher (f),NOUN,maestra,True
maquinaria,machinery,NOUN,maquinaria,True
mariposa,"butterfly, wing nut",NOUN,mariposa,True
mecánica,"mechanics, mechanism",NOUN,mecánica,True
medalla,"medal, medallion",NOUN,medalla,True
modificación,"modification, alteration",NOUN,modificación,True
monja,nun,NOUN,monja,True
muralla,city wall,NOUN,muralla,True
naturalidad,"ease, spontaneity",NOUN,naturalidad,True
ópera,opera,NOUN,ópera,True
oveja,"sheep, ewe",NOUN,oveja,True
paloma,dove,NOUN,paloma,True
parada,transportation stop,NOUN,parada,True
pasta,"pasta, dough",NOUN,pasta,True
pertenencia,"membership, property",NOUN,pertenencia,True
peseta,peseta (money),NOUN,peseta,True
peste,"plague, pestilence, pest",NOUN,peste,True
pila,"battery, pile, sink",NOUN,pila,True
pistola,"gun, pistol",NOUN,pistola,True
plataforma,"platform, springboard",NOUN,plataforma,True
polémica,"polemics, argument",NOUN,polémica,True
proposición,proposition,NOUN,proposición,True
prudencia,"prudence, moderation",NOUN,prudencia,True
rebeldía,"rebelliousness, defiance",NOUN,rebeldía,True
redacción,"editing, wording, essay",NOUN,redacción,True
reducción,reduction,NOUN,reducción,True
renovación,"renewal, renovation",NOUN,renovación,True
renuncia,"resignation, renunciation",NOUN,renuncia,True
réplica,"answer, retort, copy",NOUN,réplica,True
represión,repression,NOUN,represión,True
reproducción,reproduction,NOUN,reproducción,True
retirada,"retreat, withdrawal",NOUN,retirada,True
revelación,revelation,NOUN,revelación,True
revisión,checking revision,NOUN,revisión,True
rienda,"rein, restraint",NOUN,rienda,True
ronda,round (nf),NOUN,ronda,True
sábana,bed sheet,NOUN,sábana,True
salvación,"salvation, rescue",NOUN,salvación,True
semejanza,"similarity, likeness",NOUN,semejanza,True
seña,"sign, mark, seal",NOUN,seña,True
serenidad,"serenity, calm",NOUN,serenidad,True
solicitud,"request, application",NOUN,solicitud,True
sopa,soup,NOUN,sopa,True
sugerencia,suggestion,NOUN,sugerencia,True
supervivencia,survival,NOUN,supervivencia,True
ternura,tenderness,NOUN,ternura,True
tolerancia,tolerance,NOUN,tolerancia,True
tortura,torture,NOUN,tortura,True
trama,"plot, theme",NOUN,trama,True
ubicación,"position, location",NOUN,ubicación,True
uva,grape,NOUN,uva,True
vanidad,"vanity, conceit",NOUN,vanidad,True
variante,"variant, difference",NOUN,variante,True
vegetación,vegetation,NOUN,vegetación,True
vena,vein,NOUN,vena,True
villa,"village, villa",NOUN,villa,True
víspera,eve,NOUN,víspera,True
vitalidad,"vitality, health",NOUN,vitalidad,True
ansia,"anxiety, anguish",NOUN,ansia,True
aula,classroom,NOUN,aula,True
abismo,"abyss, large gap",NOUN,abismo,True
abrazo,"hug, embrace",NOUN,abrazo,True
absurdo,"absurdity, nonsense",NOUN,absurdo,True
ácido,acid,NOUN,ácido,True
acorde,"agreement, accord",NOUN,acorde,True
adversario,adversary,NOUN,adversario,True
algodón,cotton,NOUN,algodón,True
alquiler,"rent, rental",NOUN,alquiler,True
ancho,width (nm),NOUN,ChatGPT doesn't think this is a valid POS tag,False
aniversario,anniversary,NOUN,aniversario,True
antepasado,ancestor,NOUN,No examples found,False
aporte,contribution (nm),NOUN,aporte,True
apunte,"note, annotation",NOUN,apunte,True
aroma,aroma,NOUN,aroma,True
asalto,"assault, robbery",NOUN,asalto,True
ascensor,elevator,NOUN,ascensor,True
asombro,"amazement, astonishment",NOUN,asombro,True
bote,small boat,NOUN,bote,True
bulto,"bulk, shape",NOUN,bulto,True
buque,large ship,NOUN,buque,True
calendario,calendar,NOUN,calendario,True
campamento,"camp, camping",NOUN,campamento,True
carbón,"coal, charcoal",NOUN,carbón,True
chocolate,chocolate,NOUN,chocolate,True
cinturón,belt,NOUN,cinturón,True
circo,circus,NOUN,circo,True
circuito,"circuit, circumference, track",NOUN,circuito,True
cobre,copper,NOUN,cobre,True
colectivo,"collective, group (nm)",NOUN,colectivo,True
colmo; para colmo,climax; to top it all,NOUN,Too many tokens,False
comandante,"commander, commanding officer",NOUN,comandante,True
coronel,colonel,NOUN,coronel,True
correo,"mail, post office",NOUN,correo,True
cumpleaños,birthday,NOUN,cumpleaños,True
decreto,"decree, order",NOUN,decreto,True
descenso,"decline, descent, lowering",NOUN,descenso,True
desfile,"parade, line, formation",NOUN,desfile,True
desierto,"deserted, desolate (adj)",ADJ,desierto,True
desplazamiento,"movement, removal",NOUN,desplazamiento,True
diagnóstico,diagnosis,NOUN,diagnóstico,True
dicho,"aforementioned, said (adj)",ADJ,ChatGPT doesn't think this is a valid POS tag,False
diputado,"deputy, member",NOUN,diputado,True
discípulo,disciple,NOUN,discípulo,True
disgusto,"disgust, annoyance",NOUN,disgusto,True
disparo,"shot, discharge",NOUN,disparo,True
divorcio,divorce,NOUN,divorcio,True
duelo,"grief, affliction",NOUN,duelo,True
encargo,"job, order, errand",NOUN,encargo,True
enfoque,"focus, approach",NOUN,enfoque,True
escritorio,"desk, bureau",NOUN,escritorio,True
espectro,"ghost, specter",NOUN,espectro,True
esplendor,splendor,NOUN,esplendor,True
estadio,stadium,NOUN,estadio,True
evento,event,NOUN,evento,True
expediente,"dossier, proceedings",NOUN,expediente,True
fallo,"mistake, blunder, fault",NOUN,fallo,True
flujo,"flow, tide, discharge",NOUN,flujo,True
freno,brake,NOUN,freno,True
fundador,founder,NOUN,fundador,True
gallo,rooster,NOUN,gallo,True
gobernador,governor,NOUN,gobernador,True
heredero,"heir, heiress",NOUN,heredero,True
himno,"hymn, anthem",NOUN,himno,True
humano,human (nm),NOUN,humano,True
insecto,insect,NOUN,insecto,True
instituto,institute,NOUN,instituto,True
insulto,insult,NOUN,insulto,True
interlocutor,participant in a dialog,NOUN,interlocutor,True
jugo,juice,NOUN,jugo,True
lecho,bed,NOUN,lecho,True
lema,"motto, slogan",NOUN,lema,True
lobo,wolf,NOUN,lobo,True
mantenimiento,"maintenance, sustenance",NOUN,mantenimiento,True
manto,cloak,NOUN,manto,True
mate,mate (beverage),NOUN,mate,True
molde,"mold, cast, pattern",NOUN,molde,True
océano,ocean,NOUN,océano,True
oeste,West,NOUN,oeste,True
optimismo,optimism,NOUN,optimismo,True
original,original (nm),NOUN,original,True
pañuelo,"handkerchief, shawl",NOUN,pañuelo,True
parentesco,kinship,NOUN,parentesco,True
parto,birth,NOUN,parto,True
pasto,"grass, pasture",NOUN,pasto,True
perfume,perfume,NOUN,perfume,True
perjuicio,"damage, loss",NOUN,perjuicio,True
planteamiento,"proposal, exposition",NOUN,planteamiento,True
polo,"pole, polo, polo shirt",NOUN,polo,True
preso,"imprisoned, confined (adj)",ADJ,preso,True
préstamo,"loan, borrowing",NOUN,préstamo,True
provecho,"benefit, use",NOUN,provecho,True
pulso,"pulse, pulsation",NOUN,pulso,True
puño,"fist, handle, cuff",NOUN,puño,True
ratón,"mouse, rat",NOUN,ratón,True
realismo,realism,NOUN,realismo,True
recorte,"clipping, cutting, trimming",NOUN,recorte,True
reglamento,"regulations, rules",NOUN,reglamento,True
relieve; poner de relieve,relief&nbsp;(scupture or Earth surface); to emphasize,NOUN,Too many tokens,False
rendimiento,"yield, output, efficiency",NOUN,rendimiento,True
reposo,"rest, peace",NOUN,reposo,True
residuo,"residue, waste",NOUN,residuo,True
retraso,delay,NOUN,retraso,True
ridículo,ridicule (nm),NOUN,ridículo,True
ritual,"ritual, rite",NOUN,ritual,True
sillón,"armchair, seat",NOUN,sillón,True
sindicato,trade union,NOUN,sindicato,True
sobrino,nephew,NOUN,sobrino,True
temblor,"tremor, shudder, shiver",NOUN,temblor,True
teniente,"lieutenant, deputy mayor",NOUN,teniente,True
tercio,third (one-third),NOUN,tercio,True
titular,"headline, holder (nm)",NOUN,titular,True
tomate,tomato,NOUN,tomate,True
trigo,wheat,NOUN,trigo,True
umbral,"threshold, outset",NOUN,umbral,True
uniforme,uniform (adj),ADJ,uniforme,True
vocabulario,vocabulary,NOUN,vocabulario,True
administrador,"administrator, manager",NOUN,administrador,True
embajador,ambassador,NOUN,embajador,True
físico,physicist (nm/f),NOUN,físico,True
pescador,fisherman,NOUN,pescador,True
coma,"comma (f), coma (m)",NOUN,coma,True
abusar,to abuse,VERB,abusar,True
acarrear,"to carry, result in, entail",VERB,acarrear,True
acontecer,"to happen, come about",VERB,acontecer,True
agradar,to please,VERB,agradar,True
aguardar,"to wait for, await",VERB,aguardar,True
albergar,"to lodge, harbor",VERB,albergar,True
alegar,"to plead, argue",VERB,alegar,True
almorzar,to have lunch,VERB,almorzar,True
alquilar,"to rent, hire [also arrendar]",VERB,alquilar,True
alumbrar,"to light, illuminate",VERB,alumbrar,True
amanecer,"to dawn, get light (v)",VERB,amanecer,True
apelar,"to call upon, appeal to",VERB,apelar,True
apostar,"to wager, bet",VERB,apostar,True
arrepentir,"to repent, regret",VERB,arrepentir,True
asaltar,to assault,VERB,asaltar,True
asombrar,"to amaze, astound",VERB,asombrar,True
atrapar,"to trap, catch",VERB,atrapar,True
besar,to kiss,VERB,besar,True
charlar,"to chat, talk",VERB,charlar,True
clasificar,"to classify, sort, file",VERB,clasificar,True
complacer,"to please, satisfy",VERB,complacer,True
complementar,"to complement, supplement",VERB,complementar,True
conmover,"to move, affect",VERB,conmover,True
consentir,"to consent to, pamper",VERB,consentir,True
consolar,to console,VERB,consolar,True
consumar,"to complete, carry out, consummate",VERB,consumar,True
contrastar,to contrast,VERB,contrastar,True
coser,to sew,VERB,coser,True
cuestionar,to question,VERB,cuestionar,True
dañar,to damage,VERB,dañar,True
derribar,"to knock down, to demolish",VERB,derribar,True
derrumbar,"to knock down, demolish",VERB,derrumbar,True
desbordar,"to overflow, spill over",VERB,desbordar,True
descomponer,"to decompose, break down",VERB,descomponer,True
desechar,to throw out,VERB,desechar,True
desencadenar,"to unleash, unchain",VERB,desencadenar,True
desenvolver,to unwrap,VERB,desenvolver,True
deslizar,"to slide, glide, slip",VERB,deslizar,True
destrozar,to rip/break into pieces,VERB,destrozar,True
disipar,"to dispel, dissipate",VERB,disipar,True
dotar,"to endow, bestow",VERB,dotar,True
embarcar,"to embark, load",VERB,embarcar,True
emigrar,to emigrate,VERB,emigrar,True
encarar,"to front, confront",VERB,encarar,True
encarnar,to embody,VERB,encarnar,True
enfocar,to focus,VERB,enfocar,True
enfriar,to cool,VERB,enfriar,True
entusiasmar,"to fill with enthusiasm, excite",VERB,entusiasmar,True
equivaler,"to be equivalent, tantamount to",VERB,No examples found,False
estirar,"to stretch, strain",VERB,estirar,True
estrechar,"to tighten, make closer",VERB,estrechar,True
estrenar,"to use for the first time, debut",VERB,estrenar,True
explorar,to explore,VERB,explorar,True
extinguir,"to extinguish, put out",VERB,extinguir,True
felicitar,to congratulate,VERB,felicitar,True
filtrar,"to seep, filter",VERB,filtrar,True
florecer,"to flower, bloom, flourish",VERB,florecer,True
fomentar,"to foster, promote, encourage",VERB,fomentar,True
fundir,"to melt, cast, smelt",VERB,fundir,True
honrar,to honor,VERB,honrar,True
ilustrar,to illustrate,VERB,ilustrar,True
incitar,to incite,VERB,incitar,True
incrementar,to increase [also aumentar],VERB,incrementar,True
inscribir,"to register, record [also registrar]",VERB,inscribir,True
intercambiar,to exchange,VERB,intercambiar,True
interrogar,"to question, interrogate",VERB,interrogar,True
madurar,"to mature, ripen",VERB,madurar,True
meditar,"to meditate, ponder",VERB,meditar,True
mojar,"to make wet, dampen",VERB,mojar,True
morder,to bite,VERB,morder,True
movilizar,to mobilize,VERB,movilizar,True
mudar,"to move, change",VERB,mudar,True
narrar,"to narrate, tell",VERB,narrar,True
negociar,"to negotiate, deal with",VERB,negociar,True
ofender,to offend,VERB,ofender,True
oscilar,oscillate,VERB,oscilar,True
paralizar,to paralyze,VERB,paralizar,True
parir,to give birth,VERB,parir,True
pecar,to sin,VERB,pecar,True
predicar,to preach,VERB,predicar,True
prescindir,to do without,VERB,prescindir,True
presenciar,"to be present at, witness",VERB,presenciar,True
profundizar,"to deepen, analyze in depth",VERB,profundizar,True
propiciar,"to favor, foster, aid",VERB,propiciar,True
radicar,"to lie, be situated",VERB,radicar,True
ratificar,to ratify,VERB,ratificar,True
reanudar,"to renew, resume",VERB,reanudar,True
recitar,to recite,VERB,recitar,True
recobrar,"to recover, regain",VERB,recobrar,True
recortar,"to trim, cut off, clip",VERB,recortar,True
refugiar,"to take shelter, give refuge",VERB,refugiar,True
remover,"to remove, stir",VERB,remover,True
reprimir,to repress,VERB,reprimir,True
reprochar,to reproach,VERB,reprochar,True
resaltar,to emphasize,VERB,resaltar,True
retornar,"to return, give back&nbsp;[also devolver]",VERB,retornar,True
revivir,to revive,VERB,revivir,True
revolver,"to stir, to make upset, to rummage through",VERB,revolver,True
sentir,feeling (nm),NOUN,ChatGPT doesn't think this is a valid POS tag,False
simular,"to pretend, simulate",VERB,simular,True
sobrepasar,"excel, out perform",VERB,sobrepasar,True
sobresalir,"to stand out, excel",VERB,sobresalir,True
subsistir,"to subsist, survive",VERB,subsistir,True
traicionar,to betray,VERB,traicionar,True
tranquilizar,to calm down,VERB,tranquilizar,True
traspasar,"to go beyond, cross over",VERB,traspasar,True
vaciar,"to empty, pour out",VERB,vaciar,True
verificar,to verify,VERB,verificar,True
acertado,"correct, accurate",ADJ,acertado,True
adicional,additional,ADJ,adicional,True
ágil,agile,ADJ,ágil,True
agitado,"agitated, irritated",ADJ,agitado,True
agrario,"agrarian, agricultural",ADJ,agrario,True
alternativo,"alternating, alternative",ADJ,alternativo,True
ambulante,traveling,ADJ,ambulante,True
amenazado,threatened,ADJ,amenazado,True
amistoso,friendly,ADJ,amistoso,True
apagado,turned off,ADJ,apagado,True
arbitrario,"arbitrary,&nbsp;high-handed",ADJ,arbitrario,True
ardiente,"passionate, ardent",ADJ,ardiente,True
atrapado,trapped,ADJ,atrapado,True
atrasado,"behind, slow",ADJ,atrasado,True
audaz,"audacious, bold",ADJ,audaz,True
brasileño,Brazilian,ADJ,brasileño,True
cariñoso,affectionate,ADJ,cariñoso,True
catalán,Catalan,ADJ,catalán,True
celeste,"heavenly, sky-blue",ADJ,celeste,True
celoso,jealous,ADJ,celoso,True
clandestino,"undercover, clandestine",ADJ,clandestino,True
coherente,"coherent, connected",ADJ,coherente,True
compacto,"compact, dense",ADJ,compacto,True
comprensible,understandable,ADJ,comprensible,True
comunitario,of the community,ADJ,comunitario,True
condicionado,conditioned,ADJ,condicionado,True
constitucional,constitutional,ADJ,constitucional,True
convincente,convincing (adj),ADJ,convincente,True
criminal,criminal (nc),NOUN,criminal,True
cuidadoso,"careful, cautious",ADJ,cuidadoso,True
defensivo,defensive,ADJ,defensivo,True
descalzo,barefoot,ADJ,No examples found,False
deseable,desirable,ADJ,deseable,True
desordenado,"messy, confused",ADJ,desordenado,True
destruido,destroyed,ADJ,destruido,True
detallado,"detailed, thorough",ADJ,detallado,True
dichoso,"fortunate, happy",ADJ,dichoso,True
diminuto,"diminutive, tiny, minute",ADJ,diminuto,True
dinámico,dynamic,ADJ,dinámico,True
disfrazado,disguised,ADJ,disfrazado,True
efímero,"ephemeral, short-lived",ADJ,efímero,True
enterado,aware of,ADJ,enterado,True
enterrado,buried,ADJ,enterrado,True
entusiasmado,"enthused, excited",ADJ,entusiasmado,True
equivalente,equivalent (adj),ADJ,equivalente,True
erótico,erotic,ADJ,erótico,True
espacial,"spatial, space",ADJ,espacial,True
estatal,"state, government-owned",ADJ,estatal,True
estéril,"sterile, barren",ADJ,estéril,True
estratégico,strategic,ADJ,estratégico,True
ético,ethical,ADJ,ético,True
experimental,experimental,ADJ,experimental,True
explícito,explicit,ADJ,explícito,True
expresivo,expressive,ADJ,expresivo,True
expreso,"express, explicit",ADJ,expreso,True
fiscal,"fiscal, treasury (adj)",ADJ,fiscal,True
fotográfico,photographic,ADJ,fotográfico,True
genético,genetic,ADJ,genético,True
gigante,gigantic (adj),ADJ,gigante,True
gráfico,"graphic, explicit",ADJ,gráfico,True
grandioso,"magnificent, grandiose",ADJ,grandioso,True
grosero,"crude, rude, crass",ADJ,grosero,True
guapo,"handsome, beautiful",ADJ,guapo,True
holandés,Dutch,ADJ,holandés,True
honrado,"honest, respectable",ADJ,honrado,True
hundido,"buried, sunken",ADJ,hundido,True
imperial,"imperial, imperialist",ADJ,imperial,True
imprevisto,"unforeseen, unexpected",ADJ,imprevisto,True
incipiente,"incipient, beginning",ADJ,incipiente,True
incomprensible,incomprehensible,ADJ,incomprensible,True
indefinido,"vague, indefinite",ADJ,indefinido,True
indiscutible,"indisputable, unquestionable",ADJ,indiscutible,True
indudable,unquestionable,ADJ,indudable,True
inexplicable,unexplainable,ADJ,inexplicable,True
infeliz,"unhappy, unfortunate",ADJ,infeliz,True
inmerso,"engrossed, immersed",ADJ,inmerso,True
